timestamp,port,device,direction,command,response,error
2026-04-20T12:35:51.827,COM31,pace5000,OPEN,open,,
2026-04-20T12:35:51.827,COM31,pace5000,TX,*CLS\n,,
2026-04-20T12:35:51.831,COM31,pace5000,TX,*IDN?\n,,
2026-04-20T12:35:52.916,COM31,pace5000,RX,,"*IDN GE Druck,Pace5000 User Interface,3213201,02.00.07",
2026-04-20T12:35:52.916,COM31,pace5000,TX,:SYST:VERS?\n,,
2026-04-20T12:35:53.978,COM31,pace5000,RX,,:SYST:VERS 1995.0,
2026-04-20T12:35:53.978,COM31,pace5000,TX,:INST:MOD?\n,,
2026-04-20T12:35:55.042,COM31,pace5000,RX,,,
2026-04-20T12:35:56.055,COM31,pace5000,RX,,,
2026-04-20T12:35:56.055,COM31,pace5000,TX,:SYST:ECHO?\n,,
2026-04-20T12:35:57.120,COM31,pace5000,RX,,,
2026-04-20T12:35:58.121,COM31,pace5000,RX,,,
2026-04-20T12:35:58.122,COM31,pace5000,TX,:INST:SN?\n,,
2026-04-20T12:35:59.181,COM31,pace5000,RX,,:INST:SN 3213201,
2026-04-20T12:35:59.181,COM31,pace5000,TX,:INST:VERS?\n,,
2026-04-20T12:36:00.246,COM31,pace5000,RX,,":INST:VERS ""02.00.07""",
2026-04-20T12:36:00.247,COM31,pace5000,TX,:INST:SENS?\n,,
2026-04-20T12:36:01.326,COM31,pace5000,RX,,":INST:SENS ""1.00barg""",
2026-04-20T12:36:01.326,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:36:02.438,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:36:02.438,COM31,pace5000,TX,:UNIT:PRES?\n,,
2026-04-20T12:36:03.492,COM31,pace5000,RX,,:UNIT:PRES HPA,
2026-04-20T12:36:03.492,COM31,pace5000,TX,:OUTP:STAT?\n,,
2026-04-20T12:36:04.544,COM31,pace5000,RX,,:OUTP:STAT 0,
2026-04-20T12:36:04.544,COM31,pace5000,TX,:SOUR:PRES?\n,,
2026-04-20T12:36:05.618,COM31,pace5000,RX,,:SOUR:PRES:LEV:IMM:AMPL 1017.6595329,
2026-04-20T12:36:05.619,COM31,pace5000,TX,:SOUR:PRES:RANG?\n,,
2026-04-20T12:36:06.697,COM31,pace5000,RX,,":SOUR:PRES:RANG ""2.00bara""",
2026-04-20T12:36:06.697,COM31,pace5000,TX,:SENS:PRES:CONT?\n,,
2026-04-20T12:36:07.758,COM31,pace5000,RX,,,
2026-04-20T12:36:08.759,COM31,pace5000,RX,,,
2026-04-20T12:36:08.759,COM31,pace5000,TX,:SENS:PRES:INL?\n,,
2026-04-20T12:36:09.836,COM31,pace5000,RX,,":SENS:PRES:INL 1015.8275757, 0",
2026-04-20T12:36:09.837,COM31,pace5000,TX,:SYST:ERR?\n,,
2026-04-20T12:36:10.912,COM31,pace5000,RX,,":SYST:ERR -102,""Syntax error""",
2026-04-20T12:36:10.927,COM31,pace5000,CLOSE,close,,
